CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
1518|FACULDADE ANHANGUERA DE TAGUATINGA||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|30|0|0|0|0|7|3|7|4|2|7|0|0|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1499|FACULDADE ANHANGUERA DE TABOÃO DA SERRA|FATS|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3552809|Taboão da Serra|35|SP|Sudeste|0|91|0|0|1|2|29|13|11|9|14|8|2|1|0|1|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1478|FACULDADE ANHANGUERA DE SÃO BERNARDO|FASBC|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3548708|São Bernardo do Campo|35|SP|Sudeste|0|109|0|0|1|15|37|8|24|8|8|4|3|0|1|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1456|FACULDADE ANHANGUERA DE SERTÃOZINHO|FASERT|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3551702|Sertãozinho|35|SP|Sudeste|0|29|0|0|1|0|7|4|6|3|2|4|2|0|0|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
515|CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI|UNIAN|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|2|Centro Universitário|3303302|Niterói|33|RJ|Sudeste|0|200|0|3|1|4|48|41|40|37|11|4|6|5|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1173|FACULDADE ANHANGUERA DE BRASÍLIA|FAB|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|112|0|0|1|1|21|15|31|28|7|2|2|2|1|1|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
781|FACULDADE ANHANGUERA DE RONDONÓPOLIS|FAR|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5107602|Rondonópolis|51|MT|Centro-Oeste|0|76|3|6|5|1|15|13|19|14|0|0|0|0|0|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1412|FACULDADE ANHANGUERA DE JUNDIAÍ||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3525904|Jundiaí|35|SP|Sudeste|0|156|0|1|0|4|62|33|25|17|4|3|2|3|2|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
457|UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP|UNIAN - SP|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|1|Universidade|3550308|São Paulo|35|SP|Sudeste|1|931|11|14|16|11|262|198|198|136|39|16|18|9|2|1|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4656|FACULDADE ANHANGÜERA DE PIRACICABA||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3538709|Piracicaba|35|SP|Sudeste|0|92|0|0|3|1|30|17|22|15|1|0|1|1|1|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4655|FACULDADE ANHANGÜERA DE SOROCABA|FSO|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3552205|Sorocaba|35|SP|Sudeste|0|81|0|0|0|0|32|20|12|11|3|2|1|0|0|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4652|FACULDADE ANHANGÜERA DE SÃO JOSÉ||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3549904|São José dos Campos|35|SP|Sudeste|0|117|0|0|0|2|44|26|25|4|7|4|2|1|2|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
376|CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|2|Centro Universitário|3550308|São Paulo|35|SP|Sudeste|1|536|0|2|1|2|146|111|130|72|37|11|12|10|1|1|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4616|FACULDADE ANHANGUERA DE CAXIAS DO SUL|FACS|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|4305108|Caxias do Sul|43|RS|Sul|0|25|0|0|0|1|5|3|5|3|5|2|1|0|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4141|FACULDADE ANHANGUERA DE TAUBATÉ||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3554102|Taubaté|35|SP|Sudeste|0|120|1|1|0|4|28|16|31|7|15|10|3|2|2|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1345|FACULDADE ANHANGUERA DE OSASCO|FIZO|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3534401|Osasco|35|SP|Sudeste|0|164|1|2|0|2|61|36|28|22|1|4|5|1|1|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4138|FACULDADE ANHANGUERA DE SANTA BÁRBARA||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3545803|Santa Bárbara d'Oeste|35|SP|Sudeste|0|144|0|2|0|1|32|11|39|16|21|12|5|4|0|1|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1045|CENTRO UNIVERSITÁRIO ANHANGÜERA|UNIFIAN|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|2|Centro Universitário|3526704|Leme|35|SP|Sudeste|0|83|0|0|1|7|16|8|31|20|0|0|0|0|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4013|FACULDADE ANHANGUERA DE RIO CLARO||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3543907|Rio Claro|35|SP|Sudeste|0|50|0|0|0|0|9|6|7|4|11|8|4|1|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4495|FACULDADE ANHANGUERA JARAGUÁ DO SUL|FATEJA|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|4208906|Jaraguá do Sul|42|SC|Sul|0|39|0|1|0|0|16|4|8|2|4|1|1|1|1|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
926|CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|2|Centro Universitário|5002704|Campo Grande|50|MS|Centro-Oeste|1|127|0|1|2|1|34|24|17|8|13|15|11|1|0|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
242|CENTRO UNIVERSITÁRIO ANHANGUERA|UNIA|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|2|Centro Universitário|3547809|Santo André|35|SP|Sudeste|0|162|0|0|2|7|52|36|31|3|10|7|9|4|1|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
891|FACULDADE ANHANGUERA DE BELO HORIZONTE||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3106200|Belo Horizonte|31|MG|Sudeste|1|102|0|0|0|1|39|31|13|10|3|1|1|3|0|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
5555|FACULDADE ANHANGUERA DE JACAREÍ||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3524402|Jacareí|35|SP|Sudeste|0|60|0|0|0|0|41|19|0|0|0|0|0|0|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
5550|FACULDADE ANHANGUERA DE ANÁPOLIS|FAAA|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5201108|Anápolis|52|GO|Centro-Oeste|0|165|0|4|0|1|38|32|40|21|11|9|5|3|1|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
5451|FACULDADE ANHANGÜERA DE BAURU||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3506003|Bauru|35|SP|Sudeste|0|82|0|0|0|0|20|14|14|3|5|9|8|7|2|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
5303|FACULDADE ANHANGÜERA DE DOURADOS|FAD|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5003702|Dourados|50|MS|Centro-Oeste|0|54|0|1|1|1|9|6|15|6|5|3|2|4|0|1|1|0|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
5290|FACULDADE ANHANGUERA DE CIÊNCIAS E TECNOLOGIA DE BRASÍLIA||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|16|0|0|0|0|2|3|3|1|3|3|0|0|0|1|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
5288|FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3543402|Ribeirão Preto|35|SP|Sudeste|0|87|0|0|0|2|37|18|8|3|2|10|4|3|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
3612|FACULDADE ANHANGUERA DE VALINHOS||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3556206|Valinhos|35|SP|Sudeste|0|48|0|0|0|0|11|13|8|4|6|5|1|0|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
5216|FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA|FAECTS|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3552205|Sorocaba|35|SP|Sudeste|0|81|0|0|0|0|32|20|12|11|3|2|1|0|0|0|0|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
3603|FACULDADE ANHANGUERA DE GUARULHOS||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3518800|Guarulhos|35|SP|Sudeste|0|99|0|5|2|0|30|21|13|8|9|3|6|1|1|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
3990|FACULDADE ANHANGUERA DE TECNOLOGIA DE SÃO BERNARDO|FAT|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3548708|São Bernardo do Campo|35|SP|Sudeste|0|91|0|0|1|0|37|15|23|7|5|1|1|0|1|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4878|FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3522208|Itapecerica da Serra|35|SP|Sudeste|0|19|0|0|0|0|5|4|5|3|1|1|0|0|0|0|1|0|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
4826|FACULDADE ANHANGÜERA DE CAMPINAS||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3509502|Campinas|35|SP|Sudeste|0|339|0|0|0|2|105|70|52|50|22|16|6|9|3|4|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
2756|FACULDADE ANHANGUERA DE VALPARAÍSO|FAV|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5221858|Valparaíso de Goiás|52|GO|Centro-Oeste|0|48|0|1|0|0|6|6|6|3|8|12|1|4|1|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1830|FACULDADE ANHANGUERA DE PASSO FUNDO||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|4314100|Passo Fundo|43|RS|Sul|0|73|0|0|0|1|9|5|17|13|15|8|2|3|0|0|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
1784|Faculdade Anhanguera de São Caetano|Fasc|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3548807|São Caetano do Sul|35|SP|Sudeste|0|73|1|0|1|1|10|11|17|20|3|4|0|3|1|1|1|1|1|1531904315.55|0.00|532026013.56|345846495.09|209189046.07|304155154.00|788865478.14|178119370.94|23031318.47|162410080.19
